Date,CYPH.US,DVLT.US,FAT.US,GNPX.US,HBIO.US,PHIO.US,QCLS.US,RANI.US,RLMD.US,RVYL.US,SBLX.US,SEGG.US,SGBX.US,SLNH.US,SLRX.US,SONN.US,TEAD.US,THAR.US,TRUG.US,TYGO.US,UGRO.US,VEEE.US,VIVK.US,VSTD.US,WKHS.US,WORX.US,ZYXI.US,DZZ.US,MSOX.US,SOC.US,SPRU.US,TE.US
2022-09-13,13.0,8769.0,4.27804,3430.0,3.12,77.7708,10200.0,9.54,31.05,11.1,104.243,64.9,2867.2,66.5,647.7,517.194,4.14,382.5,503.5,10.0,3.06,43.4,1.56673,8.05,762.5,10.5,9.04,3.095,446.424,9.83,8.88,12.98
2022-10-04,9.18,9762.0,3.82089,2900.0,2.67,60.2748,9420.0,9.97,33.16,11.4,78.08,53.22,2380.8,47.75,570.6,283.36,3.94,307.5,504.0,10.04,3.16,24.2,1.11219,3.2,745.0,10.95,9.73,3.0602,298.366,9.84,7.24,16.08
2022-10-05,8.971,9900.0,3.80598,2940.0,2.46,58.4496,9000.0,9.51,34.4,10.9,77.2224,55.98,2291.2,48.0,729.0,288.64,4.12,305.812,504.0,10.04,3.3,22.0,1.06654,3.108,695.0,10.5,9.51,3.1442,280.618,9.85,7.2128,15.94
2022-10-12,8.621,8947.5,3.35881,2580.0,2.29,62.4996,7020.0,8.04,31.69,9.501,67.2,61.56,2291.2,40.25,673.236,223.52,3.94,258.262,504.0,10.03,3.82,20.0,1.04449,2.6,600.0,9.663,8.74,3.26,303.0,9.88,6.56,13.73
2022-10-17,8.982,8565.0,3.49792,2740.0,2.34,60.8688,7650.0,7.44,6.79,10.5,68.7872,61.84,2048.0,46.5,600.0,225.28,4.2,247.537,504.5,10.05,4.14,20.2,0.967118,2.66875,607.5,9.4695,9.12,3.325,305.6,9.89,6.24,13.32
2022-10-21,8.747,8445.0,3.36873,2560.0,2.26,62.7588,8400.0,7.08,7.01,8.985,71.7696,63.12,1971.2,45.0,260.268,205.92,4.14,243.75,504.0,10.045,4.56,20.4,1.0735,2.8,595.0,9.45,9.0,3.29,372.0,9.905,6.1984,12.58
2022-10-26,8.652,8251.5,3.77616,2720.0,2.41,60.696,7230.0,5.81,6.94,9.678,79.3856,64.04,2112.0,29.75,291.6,204.16,4.22,247.5,504.0,10.05,4.36,22.1,1.09284,2.85,665.0,9.3015,9.15,3.3078,351.764,9.94,6.632,12.48
2022-10-27,8.675,8400.0,3.97492,2740.0,2.52,63.5148,7950.0,6.03,6.33,9.394,74.88,72.9,2086.4,28.0,249.6,205.92,4.2,243.0,503.5,10.0591,4.03,20.6,1.1412,2.975,647.5,9.543,9.21,3.3231,330.2,9.955,6.4696,12.92
2022-10-31,8.51,8250.0,4.12894,2720.0,2.69,62.1,8310.0,6.1,6.39,9.663,78.464,76.0,2073.6,27.75,243.6,339.68,4.28,209.175,503.5,10.07,4.06,21.6,1.16054,3.325,675.0,9.0315,11.4,3.5,372.8,9.95,6.32,13.31
2022-11-02,8.059,6450.0,3.73145,2660.0,2.68,63.4932,7500.0,6.38,6.37,9.103,76.7744,73.86,2048.0,26.5,251.292,360.8,4.2,202.537,504.0,10.08,3.92,21.5,1.05426,3.1,662.5,9.0,12.56,3.38,318.64,9.94,6.6016,12.65
2022-11-03,8.12,5700.0,3.73145,2620.0,2.65,61.6356,7470.0,7.06,6.7,9.403,73.28,66.0,2060.8,26.75,244.8,306.24,3.95,195.0,503.5,10.08,3.82,20.7,1.06867,3.25,650.0,9.0,12.08,3.5213,341.242,9.95,6.56,12.94
2022-11-07,7.66,5850.0,3.59232,2580.0,2.51,61.1604,7170.0,6.53,5.96,9.138,72.32,62.98,2048.0,25.75,233.4,286.88,3.93,200.775,504.5,10.0899,4.0,21.9,1.12186,3.3,690.0,9.447,13.24,3.3249,334.4,9.945,6.48,12.54
2022-11-10,6.195,5025.0,3.52277,2640.0,2.34,58.32,6810.0,6.35,5.84,8.103,70.4128,60.1,1664.0,21.425,229.2,221.76,4.4,140.625,505.0,10.08,4.14,20.8,1.15087,3.625,685.0,8.7615,13.4,2.91,390.6,10.0,6.9664,13.16
2022-11-14,7.051,4707.0,3.62711,2840.0,2.65,53.2224,6150.0,7.0,6.18,9.2,74.2912,60.42,1728.0,21.38,232.8,216.48,4.22,176.43,505.0,10.08,4.1,21.6,1.1412,3.75025,675.0,8.55,13.18,2.8553,400.0,10.03,10.08,15.16
2022-11-18,6.059,4350.0,3.2573,2560.0,2.28,43.2,6150.0,7.39,5.94,9.424,71.04,51.8,1664.0,22.2325,230.4,202.4,4.08,159.9,505.0,10.17,4.44,19.6,0.951064,3.55,607.5,7.9725,13.85,2.9333,412.8,10.03,7.604,13.75
2022-11-22,5.6,2947.5,3.35862,2540.0,2.43,43.2,6330.0,7.37,5.65,7.62,73.5616,51.44,1894.4,19.2375,252.0,174.152,4.17,158.812,508.0,10.175,4.33,19.9,0.899323,4.075,562.5,7.3515,13.73,2.99,399.8,10.04,7.68,14.13
2022-11-23,5.743,2550.0,3.51313,2637.8,2.44,44.28,6510.0,7.89,5.25,7.9,74.24,58.0,1753.6,19.8275,246.6,175.208,4.1,150.225,509.0,10.175,4.34,19.7,0.875725,4.1,542.5,7.875,13.84,2.92,425.6,10.05,7.76,14.48
2022-11-25,5.863,2628.0,3.4726,2580.0,2.41,43.7292,6720.0,8.0,5.25,7.7,74.1248,58.0,1715.2,19.9225,249.6,175.102,4.04,150.15,509.75,10.17,4.56,20.1,0.98646,4.1785,540.0,8.055,13.53,2.959,438.522,10.055,7.0416,14.61
2022-11-28,5.511,3000.0,3.47513,2640.0,2.27,43.2108,6270.0,8.02,4.9,7.238,72.96,60.44,1612.8,18.755,243.6,177.76,3.64,149.737,510.5,10.18,4.45,20.0,0.971954,3.95,522.5,7.4505,13.51,2.99,414.728,10.05,7.28,13.63
2022-11-29,5.521,2476.5,3.4194,2620.0,2.35,43.7292,6120.0,8.11,4.59,6.886,74.8928,57.16,1587.2,19.15,235.2,176.0,3.68,146.25,510.5,10.18,4.51,19.921,1.17988,4.025,522.5,7.2285,13.49,2.955,426.2,10.13,7.52,13.14
2022-12-07,4.8,1665.15,3.02934,2540.0,2.61,41.5476,4410.0,8.28,4.16,6.088,71.7952,57.18,1587.2,14.7375,189.6,183.04,3.55,164.587,509.0,10.21,4.64,20.9,1.23791,3.525,477.5,8.7,13.96,2.88,361.0,10.11,7.304,11.24
2022-12-09,4.98,1650.0,3.19145,2530.0,2.76,42.3225,4710.0,7.97,2.68,6.001,73.2032,56.58,1561.6,12.1875,220.8,179.52,3.4,228.562,509.0,10.22,4.48,20.0,1.09284,3.5,460.0,7.65,13.34,2.81,291.0,9.91,7.3264,10.98
2022-12-13,4.905,1777.5,3.13066,2286.6,2.36,43.2,4230.0,8.2,3.39,5.3,66.6112,55.0,1600.0,10.5025,213.6,176.0,3.47,215.962,512.0,10.21,4.1,18.6,1.11219,3.625,475.0,7.6515,13.65,2.815,223.2,10.03,7.44,11.09
2022-12-15,5.002,1695.0,3.00402,2380.0,2.4,38.8908,4050.0,8.0,3.14,5.323,65.5872,55.0558,1561.6,10.0,181.2,170.72,3.39,163.125,512.0,10.25,3.21,18.1,1.06383,3.375,475.0,7.35,13.87,2.95,182.0,9.995,6.72,10.89
2022-12-16,4.655,1575.0,2.98881,2360.0,2.24,41.148,3870.0,7.16,3.37,5.653,64.896,55.6,1561.6,9.5,180.0,169.488,3.97,153.75,509.5,10.3,3.49,17.0,1.17021,3.125,487.5,7.2,13.32,2.9289,209.2,10.0,6.92,10.46
2022-12-19,4.559,1389.0,2.82672,2180.0,2.14,42.0876,3540.0,7.04,2.93,4.901,60.3648,48.44,1561.6,7.95,172.8,168.485,3.83,140.812,512.5,10.51,3.35,16.7,1.15087,3.1,442.5,6.42,13.58,2.91,138.8,10.0326,6.752,9.86
2022-12-20,4.311,1353.0,2.78619,2040.0,2.12,39.1068,3630.0,6.66,3.2,4.879,58.3936,44.92,1587.2,7.7525,174.0,179.52,3.65,142.087,509.0,10.3,3.24,17.7,1.16044,2.875,422.5,6.3015,13.56,2.8,118.6,9.9976,7.0896,9.5
2022-12-27,4.331,1587.0,2.78107,2000.0,2.58,37.8,2771.7,5.6,2.88,4.496,49.9328,35.92,1382.4,6.5,136.8,183.04,3.45,133.5,508.0,10.1,3.2,17.0,1.06122,3.325,370.0,6.153,13.76,2.7819,112.4,10.03,7.0024,8.42
2022-12-30,4.5,1617.0,2.50605,2900.0,2.77,40.176,3450.0,5.9,3.49,4.588,48.9856,35.3,1753.6,6.5225,183.6,202.4,3.62,146.175,531.0,10.2,2.72,18.3,0.99352,3.425,380.0,5.94,13.91,2.765,119.2,10.05,7.3528,8.68
2023-01-09,5.149,1363.5,3.18639,2660.0,2.77,67.392,3960.0,6.45,3.39,6.3,72.9216,45.48,2150.4,9.6275,258.0,235.84,4.16,153.75,510.5,10.69,2.9,18.088,1.02031,3.2,422.5,6.75,15.65,2.626,115.0,10.05,7.9896,9.31
2023-01-13,5.827,1378.5,3.21424,2860.0,2.93,58.1903,4560.0,6.54,4.12,6.9,83.712,49.64,1996.8,11.5225,318.0,248.16,4.3,158.419,514.0,10.55,3.33,22.3,0.976886,3.725,507.5,6.6045,16.8,2.5154,120.2,10.1,9.6,10.72
2023-02-01,6.5,1420.5,3.52073,2940.0,3.02,55.26,8580.0,5.57,4.3,5.6,96.4992,81.58,2022.4,10.34,304.8,190.08,4.95,386.25,512.5,10.2702,4.02,21.25,1.43588,4.3,580.0,6.3,14.23,2.39,115.0,10.13,11.76,9.13
2023-02-06,6.3,1207.5,3.78921,3560.0,3.06,55.44,7560.0,5.85,4.09,5.463,97.4771,85.0,2086.4,10.25,279.6,186.56,5.13,435.0,515.0,10.28,4.3199,20.3,1.44101,4.25,552.5,6.6,12.95,2.6277,115.2,10.12,10.48,9.12
2023-02-14,6.039,786.0,3.81165,3100.0,3.09,46.89,5790.0,5.12,3.93,5.0,85.7728,154.0,1504.0,7.7525,260.4,161.92,5.14,697.5,515.0,10.4,3.8,20.6,1.10251,3.6885,512.5,6.6165,12.7,2.66,113.4,10.13,10.0,8.7
2023-02-22,6.018,673.5,3.89351,3280.0,2.87,46.8,5970.0,6.22,3.425,4.833,84.4928,110.6,1446.4,8.475,265.2,156.798,4.96,495.0,522.5,10.41,3.74,20.1,1.23791,4.0,502.5,6.8985,12.54,2.73,108.1,10.05,8.72,8.34
2023-02-28,5.701,672.0,3.73235,2560.0,2.83,49.32,5730.0,6.3,3.6,5.0,86.6816,121.0,1369.6,8.5,255.0,148.667,4.42,408.75,520.0,10.4063,3.44,20.0,1.10251,3.675,515.0,6.1515,12.92,2.735,101.4,10.3,7.68,9.08
2023-03-08,4.993,720.0,3.99584,2140.0,2.48,52.29,6330.0,6.71,3.29,4.994,76.672,106.52,1280.0,8.8175,261.6,132.739,4.72,457.5,522.5,10.402,3.45,18.9,1.25725,4.925,427.5,6.29848,9.66,2.79,110.0,10.14,6.56,8.37
2023-03-13,4.751,576.0,3.827,1830.2,2.56,52.11,6000.0,6.15,2.79,3.996,63.3472,93.02,1137.66,8.125,252.0,110.528,4.31,412.5,525.0,10.423,3.54,17.4,1.16054,4.625,387.5,6.0,10.94,2.506,95.0,10.1201,6.112,7.52
2023-03-28,3.1,294.0,3.54048,1860.0,3.75,53.775,4380.0,5.43,2.44,3.5,67.84,66.28,1007.36,6.7,244.8,61.5472,4.08,330.037,532.5,10.4499,2.47,18.5,1.08327,3.125,312.5,4.8,11.71,2.3596,80.4,10.14,5.92,7.4
2023-03-29,3.271,249.0,3.5763,1800.0,3.92,52.47,5100.0,5.26,2.49,3.645,67.84,61.98,1030.21,7.45,242.4,58.608,4.02,341.25,531.0,10.4499,2.48,17.0,1.12186,3.325,327.5,5.115,11.75,2.4084,80.0,10.15,5.92,8.34
2023-04-06,3.1,211.5,3.50979,1660.0,4.26,51.39,4530.0,4.92,2.26,3.9,64.0256,77.6,1216.0,6.5,174.0,58.08,4.4,292.5,544.0,10.47,2.39,16.4,1.08317,2.875,278.75,5.595,12.16,2.33,66.0,10.13,6.64,7.71
2023-04-20,3.79,208.5,3.1056,2200.0,4.84,37.08,4575.0,5.28,2.67,6.011,74.2144,78.24,1139.2,6.75,199.2,53.6448,4.33,337.05,533.5,10.33,1.95,14.3,1.02515,2.625,250.0,5.292,11.91,2.34,60.2,10.14,6.08,7.25
2023-04-27,3.86,154.5,2.80374,1643.0,5.69,29.07,5580.0,4.43,2.74,6.2,65.933,106.1,1194.24,4.3725,201.6,42.768,3.92,408.75,550.0,10.37,1.91,13.601,1.04739,2.35,234.775,4.1565,11.27,2.3484,69.4,10.13,5.5656,6.95
2023-05-05,3.889,181.5,2.76281,1613.4,6.16,35.82,5040.0,4.71,3.22,7.084,62.4256,91.02,1046.53,4.8775,219.6,42.592,3.71,159.525,536.0,10.395,2.04,13.9,1.10251,2.15,270.0,4.19514,9.37,2.2771,84.0,10.15,5.1536,7.07
2023-05-08,3.9,178.5,2.81908,1601.0,5.92,35.91,5700.0,4.28,3.54,6.695,65.7536,93.2,1043.2,4.8875,259.2,43.824,3.7,161.775,536.0,10.4,1.76,14.35,1.08317,2.0715,260.0,3.975,9.55,2.275,84.952,10.15,5.4112,7.41
2023-05-09,4.389,180.0,3.11584,1630.6,5.74,37.17,5835.0,4.37,3.36,6.4,65.792,95.0,1059.84,4.8175,217.2,41.888,3.63,158.475,528.0,10.4,1.79,13.9,1.09284,2.1465,245.625,4.161,9.65,2.24,79.0,10.15,5.3552,7.42
2023-05-17,6.099,201.0,2.82186,1543.0,5.63,33.84,6090.0,4.58,3.1,4.586,76.3904,92.0,1111.04,5.375,171.6,40.7088,4.14,155.287,532.5,10.62,1.73,16.0,1.16054,2.1525,244.8,4.3485,9.62,2.37,65.2,10.16,6.4304,7.64
2023-05-18,6.4,182.25,2.76491,1520.0,5.59,45.45,6300.0,4.39,3.11,4.76,77.3504,72.14,1023.36,5.2675,170.4,50.864,4.37,142.612,532.5,10.4,1.75,16.5,1.18956,2.1375,239.175,4.29,9.58,2.435,66.6,10.16,6.64,7.32
2023-05-19,6.5,193.5,2.66135,1550.0,5.75,39.06,6780.0,4.41,3.175,4.6,77.312,70.22,1011.46,5.215,171.6,47.52,4.43,138.787,532.5,10.75,1.69,16.9,1.19923,1.95,224.0,4.0875,9.63,2.38,61.8,10.16,6.704,7.19
2023-05-22,6.599,195.0,2.7442,1575.0,5.87,38.25,6450.0,4.46,3.32,4.585,81.92,67.6,1031.04,5.105,178.8,47.52,4.43,144.825,532.5,10.2,1.49,16.8,1.17021,1.95025,230.625,4.0875,9.76,2.39,66.4,10.16,6.72,7.55
2023-05-23,8.2,193.5,2.80892,1572.0,5.68,39.06,6300.0,4.4,3.13,4.361,78.1568,76.0,1062.4,5.1225,180.0,49.28,4.74,133.8,533.0,10.0,1.535,16.4,1.18956,1.95,224.0,4.197,9.67,2.385,68.0,10.17,6.224,7.46
2023-05-24,7.89,180.0,2.80633,1559.8,5.68,38.16,6600.0,4.22,3.09,5.837,74.7392,81.62,1025.28,4.7775,180.0,50.864,4.41,137.962,528.5,12.71,1.4,16.5,1.16054,1.92775,215.325,3.9915,9.55,2.41,69.4,10.18,6.2424,7.47
2023-05-25,7.6,204.0,2.91507,1700.0,5.63,33.84,6240.0,4.11,2.84,5.331,72.9856,54.5,1011.46,4.56,180.0,70.4,4.65,132.937,532.5,11.2,1.33,15.0,1.18956,1.836,209.5,4.176,9.38,2.4691,65.8,10.17,5.9168,7.16
2023-06-15,6.05,244.5,3.6503,1700.4,5.44,29.43,4920.0,4.43,2.55,6.412,92.16,51.98,1331.2,4.575,190.8,163.504,4.93,144.6,548.0,16.1001,1.38,20.1,1.08317,2.0,270.0,5.6355,9.47,2.452,64.0,10.2202,6.4696,7.68
2023-06-23,3.79,189.0,3.73314,1477.4,5.94,26.55,4830.0,4.31,2.47,6.204,75.52,43.1,1088.0,4.875,166.8,126.614,4.95,144.375,565.5,17.8,1.33,20.05,1.06383,2.075,200.425,7.833,9.47,2.54,65.0,10.25,6.72,7.02
2023-06-27,3.05,180.0,3.52604,1480.2,5.83,26.28,4560.0,4.11,2.42,8.45,80.64,42.84,1153.54,4.67,170.916,118.782,4.91,139.912,571.5,17.31,1.17,18.85,1.11219,2.075,199.35,7.65,9.6,2.57,64.8,10.26,6.7376,7.68
2023-06-29,3.19,184.5,3.56227,1640.0,5.59,25.29,4380.0,4.11,2.49,8.0,83.2,41.16,1215.87,4.975,159.6,91.52,4.96,146.25,574.0,16.6,1.18,20.8,1.0735,1.9,200.075,6.4995,9.64,2.58,64.0,10.27,6.8528,9.08
2023-06-30,3.13,190.5,3.56227,1897.2,5.49,25.83,4500.0,4.12,2.46,7.5,87.6672,39.56,1216.0,5.095,178.8,86.24,4.92,136.8,568.5,18.55,1.18,21.2,1.09275,1.89464,217.9,6.0,9.59,2.5601,64.8,10.27,6.4944,9.35
2023-07-03,3.19,193.5,3.48462,1920.0,5.53,26.1,4470.0,4.04,2.53,8.075,86.8992,38.88,1193.73,5.67,174.0,91.52,5.18,138.375,572.55,19.25,1.29,21.2,1.10251,1.94975,247.425,5.706,9.44,2.55,75.8,10.27,6.5104,9.74
2023-07-05,3.21,189.0,3.40695,1849.8,5.61,26.91,4200.0,4.15,2.6,8.235,93.312,39.56,1199.87,5.13,186.0,87.12,4.96,141.712,578.0,18.65,1.22,21.5,1.04449,1.91225,241.825,5.157,9.17,2.57,72.4,10.27,6.532,9.13
2023-07-06,3.175,184.5,3.40877,1705.8,5.53,27.0,3690.0,4.2,2.5,9.196,88.32,39.4,1305.6,5.3675,181.2,81.6464,4.73,148.125,580.0,18.12,1.47,21.2,0.986557,1.97125,224.325,4.4025,9.01,2.585,70.2,10.27,6.48,8.7
2023-07-07,3.13,181.5,3.52086,1740.0,5.69,26.46,3480.0,4.44,2.49,11.0,89.2416,39.9,1356.8,4.81,172.8,80.9424,4.91,138.0,580.0,19.46,1.9,21.3,1.01547,1.9065,229.8,5.235,9.0,2.57,81.2,10.27,6.7368,8.93
2023-07-11,3.07,183.0,3.52346,1734.8,5.66,26.1,3030.0,4.15,2.7,11.6,90.9056,40.0,1371.9,5.6275,152.4,81.488,5.36,135.0,578.5,22.1,1.72,22.1,1.38298,1.874,255.0,4.65,9.06,2.54,80.6,10.27,6.6616,9.69
2023-07-14,3.15,181.5,3.47944,1648.0,5.46,24.57,2400.3,4.21,2.84,16.5,99.84,41.74,1548.8,5.85,133.2,76.3664,5.42,143.437,612.5,24.0,1.51,21.4,1.18956,1.73,247.325,4.14,9.31,2.48,75.2,10.27,6.8888,9.33
2023-07-17,3.06,186.0,3.49497,1875.0,5.35,24.57,2871.0,4.26,2.84,14.7,99.9296,41.8,1689.6,5.625,136.8,78.1088,5.24,142.5,589.5,25.9,1.39,22.7,1.12863,1.66925,270.0,4.278,9.32,2.476,69.4,10.28,7.0384,9.61
2023-07-18,3.03,193.5,3.58299,2080.0,5.2,24.345,2967.6,4.28,2.78,10.7,113.92,40.6,1625.6,6.085,132.0,66.5984,5.2,150.375,583.995,25.7,1.38,22.0,1.24758,1.697,267.5,3.984,9.36,2.41,66.8,10.28,6.8,8.89
2023-07-19,3.02,204.0,3.6969,1720.0,5.12,24.3,3480.0,4.4,2.75,10.2,115.072,40.7,1664.0,6.1,135.6,63.36,5.26,143.85,627.5,25.0,1.52,22.5,1.18956,1.71625,315.0,3.8175,9.34,2.42,65.4,10.3,6.96,8.23
2023-07-21,3.08,187.5,3.52086,1660.0,5.14,23.94,2820.0,4.31,2.89,13.4,111.296,40.24,1689.6,5.8025,126.0,65.6656,5.17,144.3,582.5,24.17,1.41,21.4,1.11219,1.62,290.0,3.825,9.17,2.479,59.6,10.31,7.48,8.3
2023-07-24,2.95,187.5,3.58289,1572.0,4.99,24.84,3180.0,4.09,2.84,13.4,112.64,40.48,1548.8,5.9225,114.6,65.6128,5.04,146.25,579.5,26.01,1.37,22.5,1.08317,1.62,296.25,3.603,9.25,2.49,56.0,10.31,7.0512,8.17
2023-07-27,2.37,208.5,3.59852,1406.7,4.74,24.21,3240.0,4.18,2.48,13.1,112.909,39.1,1440.0,7.425,102.024,63.184,5.0,130.35,582.5,24.18,1.3,22.7,1.10251,1.65,270.0,4.185,9.75,2.51,54.2,10.31,7.7608,8.05
2023-07-28,2.82,210.0,3.74609,1490.0,4.775,24.93,3300.0,4.27,2.57,16.0,108.8,39.98,1523.2,7.75,102.36,59.928,5.2,134.55,587.5,24.96,1.26,23.0,1.12186,1.675,292.5,4.41,9.89,2.485,58.6,10.2798,8.08,8.28
2023-07-31,2.74,201.0,3.78493,1520.0,4.65,24.03,4350.0,4.28,2.62,14.8,107.52,40.62,1612.8,7.375,110.28,58.5376,5.31,131.55,583.5,21.85,1.345,21.5,1.13153,1.539,332.5,4.386,9.76,2.465,62.866,10.29,7.76,8.42
2023-08-01,2.54,201.0,3.79787,1500.0,4.52,24.12,5010.0,4.32,2.56,15.3,105.344,42.4,1536.0,7.7,105.972,57.1824,5.16,129.15,581.0,19.86,1.3,20.8,1.1412,1.53,325.0,4.071,8.62,2.5254,61.8,10.29,8.32,8.3
2023-08-03,2.57,187.5,3.84706,1462.0,4.83,22.77,5610.0,4.3,2.61,14.3,97.536,71.4,1459.2,7.6775,111.36,61.248,5.1,127.612,580.0,19.16,1.2,21.0,1.10251,1.44346,317.5,3.9975,8.5,2.555,59.6,10.28,7.92,8.15
2023-08-04,2.57,184.5,3.80046,1433.8,4.83,22.32,5100.0,4.31,2.54,14.3,92.1856,57.0,1484.67,7.525,106.44,65.824,5.34,130.35,577.5,20.1,1.25,20.3,1.11219,1.34975,297.5,4.185,8.33,2.5367,58.2,10.28,8.0,7.9
2023-08-07,2.47,184.5,3.99203,1361.6,4.52,22.32,4230.0,4.13,2.64,13.7,92.16,59.8,1446.4,7.1125,103.2,64.064,5.16,124.725,573.005,20.75,1.2,20.0,1.09284,1.27525,295.0,4.05,8.03,2.555,56.6,10.3,7.7152,7.78
2023-08-08,2.21,184.5,3.96097,1322.0,4.43,22.23,4080.0,4.22,2.54,13.6,86.4,55.0,1433.6,6.725,101.22,60.544,5.49,123.75,579.5,21.3,1.19,19.7,1.08656,1.3,275.0,4.0515,7.76,2.58,59.6,10.36,7.2392,7.8
2023-08-09,2.23,175.5,3.99722,1280.0,4.35,21.06,3810.0,4.4,2.72,12.9,81.92,55.98,1497.6,6.5,91.14,61.424,5.71,119.25,577.0,12.01,1.19,20.4,1.01064,1.35,257.5,4.032,7.69,2.595,54.8,10.37,7.52,7.61
2023-08-10,2.24,178.5,4.0231,1284.2,4.23,20.52,3570.0,4.23,2.86,12.4,83.072,52.5,1472.0,7.0,82.644,60.544,5.82,116.662,577.0,11.53,1.2,19.7,1.02515,1.25,248.025,4.095,7.82,2.615,53.2,10.36,7.6,7.73
2023-08-11,2.36,177.0,4.08523,1260.0,4.3,20.16,4320.0,4.2,3.1,10.9,79.5008,63.3,1467.01,7.6975,77.748,58.96,5.79,118.725,572.5,11.5,1.18,20.6,1.05416,1.23475,224.6,4.0995,7.76,2.63,51.4,10.37,7.1336,7.61
2023-08-14,2.4,180.0,3.94822,1259.6,4.0,20.16,3990.0,4.39,3.18,11.55,78.3232,57.0,1440.0,7.725,77.748,59.84,5.71,100.912,572.5,11.59,1.2185,19.4,1.05416,1.0825,214.5,4.05,7.73,2.65,49.4,10.35,6.1136,7.92
2023-08-15,2.54,168.0,3.88546,1132.0,4.24,20.61,3825.0,4.28,3.41,10.6,75.7376,51.8,1420.8,7.0875,85.608,57.5696,5.49,102.9,593.5,11.41,1.12,17.75,1.01547,1.045,207.5,3.8055,7.62,2.63,47.8,10.35,6.08,7.27
2023-08-16,2.33,153.0,3.87182,1142.4,4.4,19.89,3390.0,4.16,3.11,8.9,77.44,49.1,1408.0,7.1,90.012,66.88,5.45,100.95,580.0,11.5,1.11,17.8,1.03482,1.0475,197.6,3.825,7.56,2.69,48.4,10.38,6.4,6.91
2023-08-17,2.21,159.0,3.74428,1095.6,4.33,20.52,3390.0,4.01,2.85,9.43,80.064,45.8,1444.35,6.5,105.48,61.0544,5.35,94.1625,577.5,11.5,1.14,18.15,1.04449,1.147,195.075,3.942,7.64,2.685,49.4,10.38,6.36,6.32
2023-08-21,2.2,151.5,3.73904,898.6,4.16,21.96,3360.0,3.95,3.0,9.002,84.1728,35.7,1625.6,7.45,108.0,53.0288,5.3,92.6625,580.0,11.12,1.1141,18.932,0.996132,1.06425,199.325,3.6315,7.9,2.67,50.2,10.37,6.0,6.77
2023-08-22,2.2,154.5,3.71866,969.2,4.21,20.34,3360.0,3.8,3.03,9.187,83.2,35.8,1574.4,6.7725,108.0,48.7696,5.34,89.55,579.5,11.18,1.12,19.0,0.967118,1.075,187.95,3.453,7.98,2.665,49.8,10.3758,6.0792,6.54
2023-08-23,2.21,144.63,3.7129,918.8,4.22,20.88,3330.0,3.84,2.93,9.1,82.3424,35.9,1638.4,7.0,104.4,51.0048,5.75,91.8375,580.25,11.29,1.1,18.15,0.952611,1.05,196.0,3.42,8.02,2.615,49.2,10.35,6.3088,6.35
2023-08-25,2.12,139.5,3.73904,930.8,4.31,21.15,3180.0,3.81,3.26,9.22,75.52,33.3,1600.0,6.975,108.0,51.04,5.7,88.9125,580.005,11.29,1.11,17.8,1.12186,1.03175,185.35,3.039,7.7,2.63,47.8,10.31,6.4808,6.35
2023-08-28,2.2,126.75,3.76513,935.0,4.29,20.34,3060.0,3.8,3.47,9.212,76.8,31.6,1600.0,6.52,104.412,52.5536,5.68,95.1,581.6,11.41,1.05,18.6,1.11219,1.02438,194.5,2.9925,7.66,2.62,47.0,10.37,6.8752,6.35
2023-08-29,2.29,128.25,3.71462,929.4,4.43,21.51,2877.0,3.78,3.34,10.7,67.8528,31.3,1600.0,7.0275,106.8,48.5584,5.73,94.125,577.5,11.03,1.035,18.4,1.11219,1.075,200.35,2.9325,7.71,2.57,47.0,10.4,6.7192,6.53
2023-09-01,2.22,121.65,3.77565,1052.0,4.41,19.17,2671.5,3.8,3.79,10.7,60.16,31.6,1728.0,5.8125,106.2,37.36,5.92,90.375,582.5,9.05,1.29,17.3,1.02515,0.9525,187.975,3.3,7.55,2.57,90.6,10.3,6.32,6.25
2023-09-05,2.33,117.24,3.7495,1104.0,4.27,20.79,2550.0,3.92,3.78,11.2,57.728,31.2,1804.8,5.505,103.992,35.04,5.69,91.875,580.0,9.14,1.39,17.4,1.01547,1.13075,177.5,2.79,7.085,2.605,120.8,10.33,6.3936,6.37
2023-09-06,2.08,111.0,3.51941,1037.4,4.28,20.88,2430.0,3.9,3.67,6.945,65.5232,31.854,1856.0,5.6375,104.4,33.84,5.43,91.9875,580.005,9.0,1.34,17.0,1.01547,1.0155,165.525,2.85,6.95,2.63,119.8,10.35,6.36,6.48
2023-09-07,1.99,105.0,3.56124,1012.0,4.4,20.25,2340.0,3.75,3.55,5.21,63.2832,31.4,1920.0,5.465,104.4,32.56,5.29,91.8375,581.0,9.02,1.3,16.65,1.01547,0.9125,152.5,2.79,7.12,2.63,123.0,10.39,6.72,6.35
2023-09-08,1.85,105.0,3.48803,1080.0,4.18,19.53,2190.0,3.72,3.55,4.22,61.824,29.7,2022.4,5.3875,102.0,30.8,5.24,88.6875,580.0,8.78,1.37,16.739,1.11219,0.875,146.05,2.7405,7.39,2.63,125.6,10.49,6.312,6.19
2023-09-11,1.93,99.6,3.50372,1029.8,4.16,19.71,2190.0,3.45,3.42,5.43,60.2112,32.601,1939.2,5.0,100.8,29.84,5.27,81.4875,580.0,8.71,1.33,15.7,1.10735,1.14825,157.0,2.823,8.0,2.6158,144.8,10.335,6.3208,6.07
